时间,区域,数量
2015/4/8 0:00,D,27612
2015/4/8 0:00,D,26369
2015/4/8 3:00,D,37762
2015/4/8 6:00,D,40924
2015/4/8 9:00,D,48786
2015/4/8 12:00,D,69468
2015/4/8 15:00,D,68037
2015/4/8 18:00,D,60032
2015/4/8 21:00,D,55884
2015/4/9 0:00,D,28686
2015/4/9 0:00,D,26129
2015/4/9 3:00,D,38334
2015/4/9 6:00,D,38642
2015/4/9 9:00,D,48998
2015/4/9 12:00,D,66102
2015/4/9 15:00,D,71662
2015/4/9 18:00,D,59251
2015/4/9 21:00,D,57980
2015/4/10 0:00,D,25750
2015/4/10 0:00,D,26167
2015/4/10 3:00,D,40384
2015/4/10 6:00,D,43000
2015/4/10 9:00,D,52777
2015/4/10 12:00,D,67378
2015/4/10 15:00,D,71237
2015/4/10 18:00,D,57435
2015/4/10 21:00,D,55128
2015/4/11 0:00,D,27782
2015/4/11 0:00,D,28228
2015/4/11 3:00,D,43845
2015/4/11 6:00,D,40470
2015/4/11 9:00,D,56778
2015/4/11 12:00,D,61416
2015/4/11 15:00,D,63148
2015/4/11 18:00,D,53745
2015/4/11 21:00,D,54527
2015/4/12 0:00,D,28918
2015/4/12 0:00,D,27844
2015/4/12 3:00,D,42354
2015/4/12 6:00,D,40251
2015/4/12 9:00,D,57220
2015/4/12 12:00,D,57763
2015/4/12 15:00,D,60435
2015/4/12 18:00,D,55085
2015/4/12 21:00,D,57550
2015/4/13 0:00,D,26053
2015/4/13 0:00,D,24488
2015/4/13 3:00,D,39278
2015/4/13 6:00,D,40683
2015/4/13 9:00,D,46503
2015/4/13 12:00,D,63898
2015/4/13 15:00,D,64277
2015/4/13 18:00,D,52538
2015/4/13 21:00,D,57526
2015/4/14 0:00,D,25977
2015/4/14 0:00,D,25877
2015/4/14 3:00,D,38960
2015/4/14 6:00,D,40469
2015/4/14 9:00,D,46314
2015/4/14 12:00,D,68036
2015/4/14 15:00,D,66337
2015/4/14 18:00,D,59900
2015/4/14 21:00,D,57652
2015/4/15 0:00,D,26957
2015/4/15 0:00,D,27866
2015/4/15 3:00,D,38918
2015/4/15 6:00,D,41139
2015/4/15 9:00,D,51262
2015/4/15 12:00,D,65879
2015/4/15 15:00,D,63762
2015/4/15 18:00,D,57865
2015/4/15 21:00,D,59489
2015/4/16 0:00,D,28143
2015/4/16 0:00,D,29343
2015/4/16 3:00,D,40639
2015/4/16 6:00,D,39145
2015/4/16 9:00,D,45744
2015/4/16 12:00,D,64150
2015/4/16 15:00,D,59466
2015/4/16 18:00,D,55277
2015/4/16 21:00,D,56396
2015/4/17 0:00,D,25587
2015/4/17 0:00,D,27588
2015/4/17 3:00,D,39709
2015/4/17 6:00,D,43993
2015/4/17 9:00,D,52249
2015/4/17 12:00,D,62849
2015/4/17 15:00,D,64874
2015/4/17 18:00,D,53372
2015/4/17 21:00,D,56751
2015/4/18 0:00,D,27813
2015/4/18 0:00,D,30062
2015/4/18 3:00,D,43805
2015/4/18 6:00,D,38250
2015/4/18 9:00,D,55391
2015/4/18 12:00,D,56338
2015/4/18 15:00,D,62832
2015/4/18 18:00,D,54103
2015/4/18 21:00,D,55120
2015/4/19 0:00,D,28016
2015/4/19 0:00,D,28415
2015/4/19 3:00,D,44601
2015/4/19 6:00,D,36420
2015/4/19 9:00,D,52121
2015/4/19 12:00,D,55767
2015/4/19 15:00,D,55285
2015/4/19 18:00,D,51635
2015/4/19 21:00,D,55394
2015/4/20 0:00,D,28668
2015/4/20 0:00,D,26321
2015/4/20 3:00,D,38786
2015/4/20 6:00,D,39000
2015/4/20 9:00,D,41204
2015/4/20 12:00,D,60383
2015/4/20 15:00,D,59923
2015/4/20 18:00,D,56011
2015/4/20 21:00,D,55233
2015/4/21 0:00,D,25563
2015/4/21 0:00,D,24445
2015/4/21 3:00,D,37719
2015/4/21 6:00,D,43607
2015/4/21 9:00,D,48921
2015/4/21 12:00,D,65772
2015/4/21 15:00,D,64776
2015/4/21 18:00,D,52423
2015/4/21 21:00,D,61163
2015/4/22 0:00,D,27927
2015/4/22 0:00,D,29450
2015/4/22 3:00,D,42524
2015/4/22 6:00,D,42829
2015/4/22 9:00,D,50722
2015/4/22 12:00,D,62086
2015/4/22 15:00,D,65899
2015/4/22 18:00,D,56777
2015/4/22 21:00,D,58806
2015/4/23 0:00,D,26563
2015/4/23 0:00,D,26480
2015/4/23 3:00,D,44247
2015/4/23 6:00,D,45547
2015/4/23 9:00,D,50476
2015/4/23 12:00,D,61692
2015/4/23 15:00,D,63429
2015/4/23 18:00,D,53982
2015/4/23 21:00,D,55681
2015/4/24 0:00,D,28683
2015/4/24 0:00,D,26614
2015/4/24 3:00,D,38483
2015/4/24 6:00,D,43663
2015/4/24 9:00,D,51568
2015/4/24 12:00,D,63501
2015/4/24 15:00,D,64496
2015/4/24 18:00,D,52563
2015/4/24 21:00,D,56843
2015/4/25 0:00,D,29108
2015/4/25 0:00,D,27870
2015/4/25 3:00,D,42616
2015/4/25 6:00,D,40838
2015/4/25 9:00,D,57406
2015/4/25 12:00,D,57305
2015/4/25 15:00,D,60511
2015/4/25 18:00,D,57470
2015/4/25 21:00,D,55543
2015/4/26 0:00,D,26740
2015/4/26 0:00,D,26607
2015/4/26 3:00,D,40659
2015/4/26 6:00,D,35155
2015/4/26 9:00,D,50018
2015/4/26 12:00,D,58615
2015/4/26 15:00,D,60884
2015/4/26 18:00,D,55920
2015/4/26 21:00,D,54442
2015/4/27 0:00,D,26284
2015/4/27 0:00,D,25001
2015/4/27 3:00,D,38338
2015/4/27 6:00,D,42726
2015/4/27 9:00,D,51523
2015/4/27 12:00,D,67016
2015/4/27 15:00,D,62171
2015/4/27 18:00,D,54656
2015/4/27 21:00,D,55755
2015/4/28 0:00,D,27279
2015/4/28 0:00,D,26080
2015/4/28 3:00,D,40560
2015/4/28 6:00,D,44183
2015/4/28 9:00,D,53832
2015/4/28 12:00,D,64822
2015/4/28 15:00,D,62237
2015/4/28 18:00,D,53862
2015/4/28 21:00,D,56077
2015/4/29 0:00,D,25408
2015/4/29 0:00,D,25618
2015/4/29 3:00,D,41233
2015/4/29 6:00,D,42738
2015/4/29 9:00,D,50853
2015/4/29 12:00,D,63579
2015/4/29 15:00,D,67587
2015/4/29 18:00,D,54293
2015/4/29 21:00,D,55428
2015/4/30 0:00,D,28896
2015/4/30 0:00,D,27947
2015/4/30 3:00,D,41139
2015/4/30 6:00,D,41307
2015/4/30 9:00,D,54033
2015/4/30 12:00,D,63291
2015/4/30 15:00,D,62956
2015/4/30 18:00,D,53139
2015/4/30 21:00,D,54096
2015/5/1 0:00,D,24996
2015/4/1 0:00,E,33942
2015/4/1 3:00,E,30128
2015/4/1 6:00,E,39100
2015/4/1 9:00,E,98565
2015/4/1 12:00,E,123762
2015/4/1 15:00,E,136181
2015/4/1 18:00,E,111047
2015/4/1 21:00,E,96733
2015/4/2 0:00,E,40065
2015/4/2 0:00,E,34836
2015/4/2 3:00,E,33320
2015/4/2 6:00,E,42092
2015/4/2 9:00,E,100319
2015/4/2 12:00,E,114063
2015/4/2 15:00,E,134347
2015/4/2 18:00,E,112012
2015/4/2 21:00,E,80972
2015/4/3 0:00,E,32999
2015/4/3 0:00,E,28019
2015/4/3 3:00,E,28817
2015/4/3 6:00,E,38865
2015/4/3 9:00,E,106633
2015/4/3 12:00,E,132833
2015/4/3 15:00,E,127205
2015/4/3 18:00,E,113308
2015/4/3 21:00,E,96227
2015/4/4 0:00,E,36737
2015/4/4 0:00,E,33097
2015/4/4 3:00,E,38307
2015/4/4 6:00,E,33729
2015/4/4 9:00,E,91983
2015/4/4 12:00,E,86667
2015/4/4 15:00,E,100479
2015/4/4 18:00,E,97489
2015/4/4 21:00,E,88464
2015/4/5 0:00,E,36189
2015/4/5 0:00,E,26646
2015/4/5 3:00,E,29812
2015/4/5 6:00,E,31758
2015/4/5 9:00,E,75094
2015/4/5 12:00,E,90341
2015/4/5 15:00,E,97944
2015/4/5 18:00,E,92512
2015/4/5 21:00,E,83920
2015/4/6 0:00,E,28468
2015/4/6 0:00,E,24489
2015/4/6 3:00,E,24664
2015/4/6 6:00,E,31278
2015/4/6 9:00,E,83886
2015/4/6 12:00,E,100320
2015/4/6 15:00,E,103311
2015/4/6 18:00,E,89640
2015/4/6 21:00,E,79335
2015/4/7 0:00,E,31256
2015/4/7 0:00,E,24140
2015/4/7 3:00,E,28045
2015/4/7 6:00,E,40015
2015/4/7 9:00,E,105270
2015/4/7 12:00,E,128940
2015/4/7 15:00,E,136165
2015/4/7 18:00,E,120861
2015/4/7 21:00,E,89500
2015/4/8 0:00,E,35620
2015/4/8 0:00,E,28235
2015/4/8 3:00,E,28883
2015/4/8 6:00,E,38229
2015/4/8 9:00,E,107556
2015/4/8 12:00,E,127688
2015/4/8 15:00,E,135499
2015/4/8 18:00,E,122288
2015/4/8 21:00,E,98309
2015/4/9 0:00,E,40018
2015/4/9 0:00,E,32888
2015/4/9 3:00,E,30735
2015/4/9 6:00,E,41997
2015/4/9 9:00,E,103535
2015/4/9 12:00,E,127467
2015/4/9 15:00,E,141306
2015/4/9 18:00,E,123600
2015/4/9 21:00,E,97653
2015/4/10 0:00,E,34578
2015/4/10 0:00,E,38252
2015/4/10 3:00,E,30350
2015/4/10 6:00,E,41013
2015/4/10 9:00,E,107377
2015/4/10 12:00,E,129056
2015/4/10 15:00,E,132788
2015/4/10 18:00,E,119446
2015/4/10 21:00,E,98564
2015/4/11 0:00,E,37644
2015/4/11 0:00,E,37855
2015/4/11 3:00,E,39902
2015/4/11 6:00,E,38898
2015/4/11 9:00,E,100989
2015/4/11 12:00,E,113210
2015/4/11 15:00,E,129254
2015/4/11 18:00,E,119827
2015/4/11 21:00,E,105329
2015/4/12 0:00,E,43360
2015/4/12 0:00,E,39012
2015/4/12 3:00,E,40057
2015/4/12 6:00,E,38140
2015/4/12 9:00,E,96618
2015/4/12 12:00,E,100502
2015/4/12 15:00,E,107550
2015/4/12 18:00,E,105991
2015/4/12 21:00,E,90541
2015/4/13 0:00,E,39077
2015/4/13 0:00,E,28237
2015/4/13 3:00,E,27950
2015/4/13 6:00,E,45229
2015/4/13 9:00,E,97691
2015/4/13 12:00,E,122581
2015/4/13 15:00,E,140676
2015/4/13 18:00,E,105986
2015/4/13 21:00,E,96854
2015/4/14 0:00,E,39971
2015/4/14 0:00,E,30121
2015/4/14 3:00,E,27544
2015/4/14 6:00,E,39174
2015/4/14 9:00,E,102342
2015/4/14 12:00,E,131222
2015/4/14 15:00,E,147262
2015/4/14 18:00,E,132321
2015/4/14 21:00,E,97116
2015/4/15 0:00,E,38902
2015/4/15 0:00,E,32330
2015/4/15 3:00,E,28589
2015/4/15 6:00,E,41831
2015/4/15 9:00,E,103202
2015/4/15 12:00,E,127170
2015/4/15 15:00,E,142316
2015/4/15 18:00,E,125706
2015/4/15 21:00,E,98572
2015/4/16 0:00,E,42334
2015/4/16 0:00,E,35651
2015/4/16 3:00,E,33567
2015/4/16 6:00,E,40879
2015/4/16 9:00,E,109969
2015/4/16 12:00,E,122801
2015/4/16 15:00,E,141378
2015/4/16 18:00,E,115979
2015/4/16 21:00,E,96439
2015/4/17 0:00,E,37901
2015/4/17 0:00,E,34884
2015/4/17 3:00,E,32436
2015/4/17 6:00,E,45404
2015/4/17 9:00,E,106050
2015/4/17 12:00,E,126801
2015/4/17 15:00,E,138805
2015/4/17 18:00,E,113179
2015/4/17 21:00,E,91140
2015/4/18 0:00,E,38669
2015/4/18 0:00,E,40372
2015/4/18 3:00,E,43818
2015/4/18 6:00,E,41417
2015/4/18 9:00,E,105199
2015/4/18 12:00,E,116758
2015/4/18 15:00,E,125736
2015/4/18 18:00,E,116460
2015/4/18 21:00,E,98776
2015/4/19 0:00,E,42814
2015/4/19 0:00,E,34962
2015/4/19 3:00,E,37436
2015/4/19 6:00,E,37247
2015/4/19 9:00,E,101001
2015/4/19 12:00,E,105930
2015/4/19 15:00,E,115717
2015/4/19 18:00,E,107573
2015/4/19 21:00,E,88512
2015/4/20 0:00,E,36736
2015/4/20 0:00,E,29219
2015/4/20 3:00,E,26768
2015/4/20 6:00,E,38003
2015/4/20 9:00,E,84373
2015/4/20 12:00,E,114600
2015/4/20 15:00,E,133414
2015/4/20 18:00,E,114365
2015/4/20 21:00,E,93908
2015/4/21 0:00,E,39435
2015/4/21 0:00,E,31308
2015/4/21 3:00,E,29483
2015/4/21 6:00,E,45105
2015/4/21 9:00,E,105695
2015/4/21 12:00,E,124862
2015/4/21 15:00,E,136262
2015/4/21 18:00,E,117821
2015/4/21 21:00,E,103597
2015/4/22 0:00,E,40078
2015/4/22 0:00,E,32250
2015/4/22 3:00,E,30667
2015/4/22 6:00,E,42997
2015/4/22 9:00,E,98685
2015/4/22 12:00,E,128779
2015/4/22 15:00,E,141219
2015/4/22 18:00,E,127253
2015/4/22 21:00,E,100828
2015/4/23 0:00,E,39749
2015/4/23 0:00,E,37974
2015/4/23 3:00,E,30969
2015/4/23 6:00,E,43879
2015/4/23 9:00,E,101854
2015/4/23 12:00,E,123574
2015/4/23 15:00,E,142235
2015/4/23 18:00,E,118566
2015/4/23 21:00,E,95697
2015/4/24 0:00,E,38476
2015/4/24 0:00,E,35467
2015/4/24 3:00,E,33011
2015/4/24 6:00,E,45678
2015/4/24 9:00,E,105989
2015/4/24 12:00,E,127030
2015/4/24 15:00,E,137813
2015/4/24 18:00,E,113857
2015/4/24 21:00,E,100143
2015/4/25 0:00,E,37684
2015/4/25 0:00,E,36932
2015/4/25 3:00,E,42737
2015/4/25 6:00,E,42952
2015/4/25 9:00,E,104302
2015/4/25 12:00,E,107158
2015/4/25 15:00,E,123111
2015/4/25 18:00,E,113640
2015/4/25 21:00,E,97439
2015/4/26 0:00,E,44554
2015/4/26 0:00,E,36081
2015/4/26 3:00,E,37334
2015/4/26 6:00,E,41794
2015/4/26 9:00,E,94989
2015/4/26 12:00,E,98277
2015/4/26 15:00,E,111207
2015/4/26 18:00,E,98499
2015/4/26 21:00,E,85460
2015/4/27 0:00,E,37683
2015/4/27 0:00,E,32479
2015/4/27 3:00,E,29227
2015/4/27 6:00,E,41737
2015/4/27 9:00,E,99117
2015/4/27 12:00,E,118426
2015/4/27 15:00,E,143317
2015/4/27 18:00,E,104440
2015/4/27 21:00,E,95257
2015/4/28 0:00,E,38497
2015/4/28 0:00,E,32065
2015/4/28 3:00,E,29552
2015/4/28 6:00,E,42624
2015/4/28 9:00,E,99344
2015/4/28 12:00,E,120439
2015/4/28 15:00,E,136327
2015/4/28 18:00,E,106713
2015/4/28 21:00,E,91151
2015/4/29 0:00,E,31606
2015/4/29 0:00,E,29678
2015/4/29 3:00,E,28530
2015/4/29 6:00,E,41897
2015/4/29 9:00,E,94060
2015/4/29 12:00,E,118460
2015/4/29 15:00,E,127191
2015/4/29 18:00,E,98887
2015/4/29 21:00,E,95905
2015/4/30 0:00,E,35806
2015/4/30 0:00,E,35005
2015/4/30 3:00,E,34021
2015/4/30 6:00,E,44620
2015/4/30 9:00,E,108114
2015/4/30 12:00,E,117002
2015/4/30 15:00,E,119459
2015/4/30 18:00,E,95850
2015/4/30 21:00,E,78931
2015/5/1 0:00,E,35079
2015/4/1 0:00,F,12788
2015/4/1 3:00,F,16739
2015/4/1 6:00,F,21181
2015/4/1 9:00,F,30800
2015/4/1 12:00,F,33548
2015/4/1 15:00,F,40563
2015/4/1 18:00,F,41139
2015/4/1 21:00,F,48007
2015/4/2 0:00,F,16985
2015/4/2 0:00,F,12898
2015/4/2 3:00,F,14843
2015/4/2 6:00,F,20904
2015/4/2 9:00,F,35300
2015/4/2 12:00,F,36475
2015/4/2 15:00,F,44374
2015/4/2 18:00,F,43004
2015/4/2 21:00,F,48692
2015/4/3 0:00,F,18327
2015/4/3 0:00,F,12308
2015/4/3 3:00,F,14467
2015/4/3 6:00,F,21503
2015/4/3 9:00,F,38955
2015/4/3 12:00,F,41945
2015/4/3 15:00,F,43481
2015/4/3 18:00,F,42427
2015/4/3 21:00,F,43552
2015/4/4 0:00,F,18763
2015/4/4 0:00,F,15291
2015/4/4 3:00,F,17194
2015/4/4 6:00,F,26171
2015/4/4 9:00,F,51688
2015/4/4 12:00,F,41518
2015/4/4 15:00,F,46804
2015/4/4 18:00,F,39949
2015/4/4 21:00,F,38258
2015/4/5 0:00,F,12309
2015/4/5 0:00,F,9923
2015/4/5 3:00,F,12965
2015/4/5 6:00,F,20904
2015/4/5 9:00,F,38075
2015/4/5 12:00,F,34412
2015/4/5 15:00,F,37863
2015/4/5 18:00,F,34986
2015/4/5 21:00,F,35813
2015/4/6 0:00,F,13137
2015/4/6 0:00,F,11139
2015/4/6 3:00,F,12607
2015/4/6 6:00,F,17451
2015/4/6 9:00,F,41697
2015/4/6 12:00,F,36755
2015/4/6 15:00,F,39539
2015/4/6 18:00,F,38816
2015/4/6 21:00,F,39554
2015/4/7 0:00,F,15311
2015/4/7 0:00,F,12103
2015/4/7 3:00,F,14159
2015/4/7 6:00,F,16354
2015/4/7 9:00,F,35298
2015/4/7 12:00,F,41855
2015/4/7 15:00,F,45017
2015/4/7 18:00,F,40750
2015/4/7 21:00,F,42370
2015/4/8 0:00,F,16276
2015/4/8 0:00,F,10897
2015/4/8 3:00,F,13157
2015/4/8 6:00,F,17659
2015/4/8 9:00,F,35077
2015/4/8 12:00,F,41942
2015/4/8 15:00,F,42555
2015/4/8 18:00,F,41930
2015/4/8 21:00,F,44714
2015/4/9 0:00,F,16992
2015/4/9 0:00,F,14505
2015/4/9 3:00,F,18129
2015/4/9 6:00,F,21383
2015/4/9 9:00,F,34121
2015/4/9 12:00,F,39950
2015/4/9 15:00,F,44483
2015/4/9 18:00,F,44200
2015/4/9 21:00,F,44423
2015/4/10 0:00,F,11330
2015/4/10 0:00,F,16890
2015/4/10 3:00,F,12496
2015/4/10 6:00,F,19517
2015/4/10 9:00,F,39678
2015/4/10 12:00,F,37945
2015/4/10 15:00,F,38522
2015/4/10 18:00,F,40654
2015/4/10 21:00,F,45573
2015/4/11 0:00,F,20660
2015/4/11 0:00,F,14763
2015/4/11 3:00,F,16620
2015/4/11 6:00,F,22939
2015/4/11 9:00,F,49969
2015/4/11 12:00,F,42149
2015/4/11 15:00,F,46852
2015/4/11 18:00,F,39969
2015/4/11 21:00,F,44163
2015/4/12 0:00,F,16630
2015/4/12 0:00,F,13821
2015/4/12 3:00,F,15811
2015/4/12 6:00,F,23718
2015/4/12 9:00,F,47255
2015/4/12 12:00,F,39671
2015/4/12 15:00,F,40900
2015/4/12 18:00,F,43116
2015/4/12 21:00,F,43776
2015/4/13 0:00,F,18180
2015/4/13 0:00,F,12909
2015/4/13 3:00,F,15387
2015/4/13 6:00,F,18576
2015/4/13 9:00,F,34796
2015/4/13 12:00,F,42251
2015/4/13 15:00,F,44305
2015/4/13 18:00,F,40823
2015/4/13 21:00,F,45416
2015/4/14 0:00,F,15454
2015/4/14 0:00,F,10159
2015/4/14 3:00,F,14258
2015/4/14 6:00,F,17648
2015/4/14 9:00,F,35905
2015/4/14 12:00,F,40122
2015/4/14 15:00,F,43741
2015/4/14 18:00,F,41838
2015/4/14 21:00,F,45257
2015/4/15 0:00,F,18033
2015/4/15 0:00,F,13209
2015/4/15 3:00,F,13523
2015/4/15 6:00,F,19990
2015/4/15 9:00,F,32597
2015/4/15 12:00,F,39540
2015/4/15 15:00,F,44884
2015/4/15 18:00,F,39614
2015/4/15 21:00,F,44964
2015/4/16 0:00,F,18400
2015/4/16 0:00,F,12844
2015/4/16 3:00,F,17100
2015/4/16 6:00,F,17891
2015/4/16 9:00,F,35393
2015/4/16 12:00,F,38078
2015/4/16 15:00,F,44366
2015/4/16 18:00,F,40874
2015/4/16 21:00,F,43792
2015/4/17 0:00,F,18506
2015/4/17 0:00,F,14662
2015/4/17 3:00,F,16822
2015/4/17 6:00,F,23301
2015/4/17 9:00,F,39755
2015/4/17 12:00,F,37811
2015/4/17 15:00,F,39792
2015/4/17 18:00,F,39239
2015/4/17 21:00,F,45100
2015/4/18 0:00,F,19165
2015/4/18 0:00,F,15935
2015/4/18 3:00,F,20339
2015/4/18 6:00,F,23222
2015/4/18 9:00,F,46206
2015/4/18 12:00,F,40807
2015/4/18 15:00,F,46561
2015/4/18 18:00,F,38430
2015/4/18 21:00,F,40373
2015/4/19 0:00,F,16552
2015/4/19 0:00,F,12350
2015/4/19 3:00,F,13886
2015/4/19 6:00,F,19393
2015/4/19 9:00,F,42785
2015/4/19 12:00,F,38876
2015/4/19 15:00,F,42234
2015/4/19 18:00,F,37594
2015/4/19 21:00,F,41422
2015/4/20 0:00,F,13766
2015/4/20 0:00,F,10793
2015/4/20 3:00,F,14667
2015/4/20 6:00,F,17934
2015/4/20 9:00,F,31614
2015/4/20 12:00,F,40102
2015/4/20 15:00,F,42984
2015/4/20 18:00,F,42787
2015/4/20 21:00,F,43407
2015/4/21 0:00,F,18656
2015/4/21 0:00,F,13096
2015/4/21 3:00,F,15219
2015/4/21 6:00,F,21353
2015/4/21 9:00,F,34584
2015/4/21 12:00,F,38953
2015/4/21 15:00,F,43060
2015/4/21 18:00,F,40562
2015/4/21 21:00,F,46670
2015/4/22 0:00,F,17336
2015/4/22 0:00,F,13224
2015/4/22 3:00,F,15651
2015/4/22 6:00,F,18985
2015/4/22 9:00,F,29928
2015/4/22 12:00,F,39164
2015/4/22 15:00,F,42463
2015/4/22 18:00,F,43194
2015/4/22 21:00,F,44984
2015/4/23 0:00,F,18429
2015/4/23 0:00,F,13858
2015/4/23 3:00,F,17292
2015/4/23 6:00,F,21896
2015/4/23 9:00,F,34013
2015/4/23 12:00,F,34115
2015/4/23 15:00,F,41338
2015/4/23 18:00,F,42958
2015/4/23 21:00,F,46203
2015/4/24 0:00,F,18703
2015/4/24 0:00,F,12666
2015/4/24 3:00,F,17297
2015/4/24 6:00,F,21734
2015/4/24 9:00,F,34295
2015/4/24 12:00,F,38350
2015/4/24 15:00,F,42225
2015/4/24 18:00,F,40004
2015/4/24 21:00,F,45944
2015/4/25 0:00,F,19281
2015/4/25 0:00,F,15424
2015/4/25 3:00,F,17816
2015/4/25 6:00,F,22597
2015/4/25 9:00,F,44684
2015/4/25 12:00,F,40015
2015/4/25 15:00,F,44913
2015/4/25 18:00,F,40657
2015/4/25 21:00,F,42280
2015/4/26 0:00,F,15933
2015/4/26 0:00,F,13855
2015/4/26 3:00,F,16348
2015/4/26 6:00,F,22102
2015/4/26 9:00,F,43980
2015/4/26 12:00,F,33388
2015/4/26 15:00,F,42258
2015/4/26 18:00,F,38980
2015/4/26 21:00,F,42972
2015/4/27 0:00,F,17177
2015/4/27 0:00,F,12737
2015/4/27 3:00,F,15560
2015/4/27 6:00,F,20310
2015/4/27 9:00,F,32361
2015/4/27 12:00,F,37978
2015/4/27 15:00,F,45479
2015/4/27 18:00,F,40938
2015/4/27 21:00,F,42720
2015/4/28 0:00,F,17447
2015/4/28 0:00,F,12704
2015/4/28 3:00,F,17283
2015/4/28 6:00,F,20926
2015/4/28 9:00,F,34259
2015/4/28 12:00,F,41289
2015/4/28 15:00,F,43586
2015/4/28 18:00,F,41305
2015/4/28 21:00,F,45536
2015/4/29 0:00,F,18307
2015/4/29 0:00,F,14107
2015/4/29 3:00,F,16493
2015/4/29 6:00,F,19762
2015/4/29 9:00,F,33191
2015/4/29 12:00,F,39484
2015/4/29 15:00,F,48053
2015/4/29 18:00,F,46027
2015/4/29 21:00,F,45483
2015/4/30 0:00,F,16138
2015/4/30 0:00,F,12305
2015/4/30 3:00,F,16633
2015/4/30 6:00,F,22392
2015/4/30 9:00,F,37261
2015/4/30 12:00,F,38732
2015/4/30 15:00,F,40407
2015/4/30 18:00,F,40474
2015/4/30 21:00,F,41811
2015/5/1 0:00,F,19394
2015/4/1 0:00,G,1035
2015/4/1 3:00,G,1732
2015/4/1 6:00,G,2902
2015/4/1 9:00,G,3314
2015/4/1 12:00,G,2694
2015/4/1 15:00,G,1723
2015/4/1 18:00,G,2350
2015/4/1 21:00,G,2532
2015/4/2 0:00,G,1612
2015/4/2 0:00,G,1957
2015/4/2 3:00,G,3082
2015/4/2 6:00,G,2486
2015/4/2 9:00,G,3512
2015/4/2 12:00,G,3237
2015/4/2 15:00,G,4379
2015/4/2 18:00,G,2823
2015/4/2 21:00,G,2553
2015/4/3 0:00,G,1540
2015/4/3 0:00,G,1847
2015/4/3 3:00,G,3278
2015/4/3 6:00,G,2995
2015/4/3 9:00,G,3269
2015/4/3 12:00,G,2182
2015/4/3 15:00,G,1994
2015/4/3 18:00,G,2435
2015/4/3 21:00,G,2571
2015/4/4 0:00,G,1260
2015/4/4 0:00,G,1624
2015/4/4 3:00,G,2967
2015/4/4 6:00,G,3190
2015/4/4 9:00,G,4445
2015/4/4 12:00,G,3119
2015/4/4 15:00,G,2650
2015/4/4 18:00,G,2873
2015/4/4 21:00,G,3063
2015/4/5 0:00,G,1527
2015/4/5 0:00,G,1390
2015/4/5 3:00,G,2933
2015/4/5 6:00,G,3268
2015/4/5 9:00,G,3875
2015/4/5 12:00,G,2498
2015/4/5 15:00,G,3046
2015/4/5 18:00,G,2412
2015/4/5 21:00,G,2327
2015/4/6 0:00,G,1624
2015/4/6 0:00,G,1666
2015/4/6 3:00,G,2935
2015/4/6 6:00,G,2984
2015/4/6 9:00,G,4887
2015/4/6 12:00,G,3844
2015/4/6 15:00,G,3245
2015/4/6 18:00,G,3943
2015/4/6 21:00,G,2341
2015/4/7 0:00,G,1570
2015/4/7 0:00,G,1535
2015/4/7 3:00,G,2835
2015/4/7 6:00,G,3334
2015/4/7 9:00,G,3470
2015/4/7 12:00,G,2760
2015/4/7 15:00,G,2537
2015/4/7 18:00,G,1984
2015/4/7 21:00,G,1446
2015/4/8 0:00,G,844
2015/4/8 0:00,G,1696
2015/4/8 3:00,G,2909
2015/4/8 6:00,G,4098
2015/4/8 9:00,G,3463
2015/4/8 12:00,G,2838
2015/4/8 15:00,G,2456
2015/4/8 18:00,G,1962
2015/4/8 21:00,G,1743
2015/4/9 0:00,G,1154
2015/4/9 0:00,G,1230
2015/4/9 3:00,G,3563
2015/4/9 6:00,G,3613
2015/4/9 9:00,G,3728
2015/4/9 12:00,G,2189
2015/4/9 15:00,G,2334
2015/4/9 18:00,G,1763
2015/4/9 21:00,G,1231
2015/4/10 0:00,G,1377
2015/4/10 0:00,G,1055
2015/4/10 3:00,G,3231
2015/4/10 6:00,G,3437
2015/4/10 9:00,G,3020
2015/4/10 12:00,G,2365
2015/4/10 15:00,G,2687
2015/4/10 18:00,G,3145
2015/4/10 21:00,G,2310
2015/4/11 0:00,G,1463
2015/4/11 0:00,G,2067
2015/4/11 3:00,G,3767
2015/4/11 6:00,G,2713
2015/4/11 9:00,G,3506
2015/4/11 12:00,G,3509
2015/4/11 15:00,G,2611
2015/4/11 18:00,G,3586
2015/4/11 21:00,G,2487
2015/4/12 0:00,G,1345
2015/4/12 0:00,G,1566
2015/4/12 3:00,G,3011
2015/4/12 6:00,G,3545
2015/4/12 9:00,G,4981
2015/4/12 12:00,G,2989
2015/4/12 15:00,G,3268
2015/4/12 18:00,G,3227
2015/4/12 21:00,G,2846
2015/4/13 0:00,G,1398
2015/4/13 0:00,G,1363
2015/4/13 3:00,G,2504
2015/4/13 6:00,G,3714
2015/4/13 9:00,G,4752
2015/4/13 12:00,G,2426
2015/4/13 15:00,G,2644
2015/4/13 18:00,G,2879
2015/4/13 21:00,G,2820
2015/4/14 0:00,G,1515
2015/4/14 0:00,G,1794
2015/4/14 3:00,G,3131
2015/4/14 6:00,G,3439
2015/4/14 9:00,G,4127
2015/4/14 12:00,G,3041
2015/4/14 15:00,G,3207
2015/4/14 18:00,G,2677
2015/4/14 21:00,G,2410
2015/4/15 0:00,G,1771
